item_id	round_id	date	episode	start	end	category	severity	before	proposed_after	evidence	rationale	decision	status	actual_after	actor	reviewer	resolution
SH0003-V101-OVL-0028	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E12	0:07:41.32	0:07:41.87	timing+translation	P1	0:07:41.32-0:07:41.87 | [blank event]	deleted redundant CN-only event	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	空白普通样式事件与实际命令重叠，无可见内容；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN-only event	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0029	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E12	0:08:14.10	0:08:14.65	timing+translation	P1	0:08:14.10-0:08:14.65 | 啊！	deleted redundant CN-only event	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	无日语配对的惊呼与主要制止命令重叠；英文仅保留命令；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN-only event	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0030	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E13	0:05:16.47	0:05:17.02	timing+translation	P1	0:05:16.47-0:05:17.02 | 啊？	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	非词汇反应与关键原因句重叠；优先保留可读的完整原因句；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0031	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E18	0:05:11.76	0:05:12.84	timing+translation	P1	0:05:11.76-0:05:12.84 | 你从哪儿得到这东西的？	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	同一说话人的提问已并入前一完整事件；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0032	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E18	0:06:58.45	0:06:59.00	timing+translation	P1	0:06:58.45-0:06:59.00 | 唉	deleted redundant CN-only event	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	无日语配对的叹息与关键回答完全重叠；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN-only event	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0033	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E18	0:12:33.57	0:12:34.12	timing+translation	P1	0:12:33.57-0:12:34.12 | 成功了吗？	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	同一说话人的提问已并入前一完整事件；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0034	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E21	0:14:24.65	0:14:25.20	timing+translation	P1	0:14:24.65-0:14:25.20 | 啊！	deleted redundant CN-only event	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	无日语配对的惊呼与发现大和号的关键报告重叠；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN-only event	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-TIME-0035-DUP2	SH0003-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S02E02	0:07:32.95	0:07:33.90	timing+translation	P2	0:07:32.95-0:07:33.43 | 还记得吗？ / 0:07:33.43-0:07:33.90 | 啊……	0:07:32.95-0:07:33.90 | 还记得吗？	日语「覚えてるの？」后无独立词汇内容；“啊……”为底稿独有反应，确认过度翻译	删除无原语对应反应并延长主句至下一事件边界	not-recorded	applied	0:07:32.95-0:07:33.90 | 还记得吗？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record. Original legacy ID 'SH0003-V101-TIME-0035' was duplicated; this row received migration-only suffix DUP2.
SH0003-V101-TIME-0036-DUP2	SH0003-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S02E04	0:07:59.88	0:08:02.38	timing+translation	P2	0:07:59.88-0:07:... | 情况如何？ / 嗯？这个嘛……	0:07:59.88-0:08:00.88 | 情况如何？ / 0:08:00.88-0:08:02.38 | 嗯？这个嘛……	下一句延后承载连续日语「ん？ うむ まあ…」；避免当前问句被过早截短	按相邻日语连续内容重排两条中日配对并错开出点	not-recorded	applied	0:07:59.88-0:08:00.88 | 情况如何？ / 0:08:00.88-0:08:02.38 | 嗯？这个嘛……	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record. Original legacy ID 'SH0003-V101-TIME-0036' was duplicated; this row received migration-only suffix DUP2.
SH0003-V101-TIME-0037-DUP2	SH0003-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S02E04	0:19:23.36	0:19:24.20	timing+translation	P2	0:19:23.36-0:19:23.78 | 岛先生！ / 0:19:23.78-0:19:24.20 | 嗯	0:19:23.36-0:19:24.20 | 岛先生！	日语后半「うむ」为无必要短促回应，中文底稿单列导致前句闪现	删除无独立译值反应并延长呼叫至原回应边界	not-recorded	applied	0:19:23.36-0:19:24.20 | 岛先生！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record. Original legacy ID 'SH0003-V101-TIME-0037' was duplicated; this row received migration-only suffix DUP2.
SH0003-V101-TIME-0038-DUP2	SH0003-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S02E06	0:18:17.72	0:18:18.50	timing+translation	P2	0:18:17.72-0:18:18.11 | 交给我 / 0:18:18.11-0:18:18.50 | 啊？	0:18:17.72-0:18:18.50 | 交给我	日语「私が」后“啊？”无独立可靠翻译，且挤压主句	删除无来源反应并延长中日配对	not-recorded	applied	0:18:17.72-0:18:18.50 | 交给我	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record. Original legacy ID 'SH0003-V101-TIME-0038' was duplicated; this row received migration-only suffix DUP2.
SH0003-V101-TIME-0039-DUP2	SH0003-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S02E08	0:04:27.22	0:04:27.99	timing+translation	P2	0:04:27.22-0:04:27.61 | 啊！医生！ / 0:04:27.61-0:04:27.99 | 咦？啊……	0:04:27.22-0:04:27.99 | 医生！	日语主事件「先生！」；后续「え？」「あ…」为底稿无独立必要反应，删除并保留呼叫	合并连续事件并同步中日配对	not-recorded	applied	0:04:27.22-0:04:27.99 | 医生！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record. Original legacy ID 'SH0003-V101-TIME-0039' was duplicated; this row received migration-only suffix DUP2.
SH0003-V101-TIME-0040-DUP2	SH0003-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S02E08	0:13:45.69	0:13:46.37	timing+translation	P2	0:13:45.69-0:13:46.03 | 一定会的 / 0:13:46.03-0:13:46.37 | 啊 嘿嘿	0:13:45.69-0:13:46.37 | 一定会的	日语原轨为「きっと」「エヘヘッ」，后者为反应声，中文独立“啊 嘿嘿”过度翻译	删除中文无必要反应并延长主句，中日保持同轴	not-recorded	applied	0:13:45.69-0:13:46.37 | 一定会的	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record. Original legacy ID 'SH0003-V101-TIME-0040' was duplicated; this row received migration-only suffix DUP2.
SH0003-DOC-0002	SH0003-DOC-20260826-TONE	2026-08-26	ALL			documentation	P3	极短候选问题解决栏仍记录初始 8 个疑似点	更新为 7 个已处理、1 个待人工核查（S02E10 24:45.53）	docs/source-and-translation.md#4.1；project/workspace/temp/review/extreme-short-candidates-v1.0.1.tsv	保持控制面与当前审核候选一致；不关闭待人工问题	not-recorded	verified	更新为 7 个已处理、1 个待人工核查（S02E10 24:45.53）	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-REL-0001	SH0003-REL-20260826-V101	2026-08-26	ALL			release	P1	1.0.0 current 成品	1.0.1 current 成品；旧 1.0.0 轮换至 previous；由 GitHub Actions 生成分发包	docs/release-and-packaging.md	用户确认蓝光特有预告候选通过并批准本轮字幕正式发布；本机不生成 ZIP	not-recorded	verified	1.0.1 current 成品；旧 1.0.0 轮换至 previous；由 GitHub Actions 生成分发包	Codex	user-approved	Migrated from the historical change ledger without inventing an approval record.
SH0003-DOC-0003	SH0003-DOC-20260826-PACKAGE-VERSION	2026-08-26	ALL			documentation	P3	稳定包名不含版本号，难以从文件名识别新旧	包名采用 `<IMDb-ID> - <IMDb-title> [v<version>].zip`，版本仍由包内 VERSION 校验	docs/release-and-packaging.md；docs/project-identity.md	用户确认采用文件名版本标识；由 GitHub Actions 生成新包	not-recorded	verified	包名采用 `<IMDb-ID> - <IMDb-title> [v<version>].zip`，版本仍由包内 VERSION 校验	Codex	user-approved	Migrated from the historical change ledger without inventing an approval record.
SH0003-DOC-0004	SH0003-DOC-20260826-BANGUMI-IDENTITY	2026-08-26	ALL			documentation	P3	IMDb 英文标题 `Star Blazers 2202` 不是对应页面主标题且缺少字段来源	收束为 Bangumi 246898 API 身份快照；包名改用 `bgm246898 - 宇宙战舰大和号2202 爱的战士们 [v<version>].zip`	https://api.bgm.tv/v0/subjects/246898；docs/project-identity.md	用户确认以 Bangumi 为单一动画元数据源，项目保存中日标题而分发包只使用简中标题	not-recorded	verified	收束为 Bangumi 246898 API 身份快照；包名改用 `bgm246898 - 宇宙战舰大和号2202 爱的战士们 [v<version>].zip`	Codex	user-approved	Migrated from the historical change ledger without inventing an approval record.
SH0003-V200-STRUCT-0001	SH0003-V2.0.0-RELEASE-CONTRACT	2026-08-26	ALL			release-structure	P1	`.zh-Hans.ja.ass`、旧 Script Info、26 个 Aegisub 垃圾区段与未引用样式	2.0.0 候选采用 `.zh-Hans.ass`、标准语言/身份头部，删除垃圾区段和 69 个未引用样式	docs/release-and-packaging.md；.github/scripts/validate_ass_candidate.py	用户批准不兼容命名与 ASS 结构契约；独立差分验证通过	not-recorded	applied	2.0.0 候选采用 `.zh-Hans.ass`、标准语言/身份头部，删除垃圾区段和 69 个未引用样式	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V200-FONT-0001	SH0003-V2.0.0-FONTS	2026-08-26	ALL			typography	P1	Microsoft YaHei UI / Yu Gothic UI	Noto Sans CJK SC / Noto Sans CJK JP	docs/timing-and-layout.md#9-字体与字形	113 个保留样式和 457 个内联字体完成批准映射；其他样式参数与事件内容保持不变	not-recorded	applied	Noto Sans CJK SC / Noto Sans CJK JP	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V200-REL-0001	SH0003-V2.0.0-RELEASE	2026-08-26	ALL			release	P1	1.0.1 current 与待审 2.0.0 候选	2.0.0 正式 current；1.0.1 轮换为 previous；不在本地生成 ZIP	docs/release-and-packaging.md；2026-08-26 用户明确发布指令	机器结构及字体映射验证通过；负责人书面豁免本机字体渲染抽查并要求直接发布	not-recorded	released	2.0.0 正式 current；1.0.1 轮换为 previous；不在本地生成 ZIP	Codex	user-approved-with-visual-waiver	Migrated from the historical change ledger without inventing an approval record.
SH0003-V201-META-0001	SH0003-V2.0.1-METADATA	2026-08-26	ALL			release-metadata	P3	制作署名已在头部，Events 无 Source-Metadata	保留头部唯一 Subtitle-Hub-Source-Credit；确认 Events 无署名、免责声明或工程溯源垃圾	docs/release-and-packaging.md#4.1-ass-头部规范；2026-08-26 用户明确要求	统一三个项目发布契约并由门禁防止回归	not-recorded	released	保留头部唯一 Subtitle-Hub-Source-Credit；确认 Events 无署名、免责声明或工程溯源垃圾	Codex	user-approved	Migrated from the historical change ledger without inventing an approval record.
SH0003-DOC-0005	SH-SKILL-MIGRATION-20260827	2026-08-27	ALL			documentation	P3	仓库根 docs 规范路径、单一来源 role 和项目 docs 入口	仓库级 $subtitle-hub Skill 稳定规则 ID、来源 roles 列表和四文件项目控制面	SH-CTRL-003；SH-SRC-002；SH-QC-007	替代并删除并行旧规范，不改变字幕或发布版本	not-recorded	verified	仓库级 $subtitle-hub Skill 稳定规则 ID、来源 roles 列表和四文件项目控制面	Codex	user-approved-plan	Migrated from the historical change ledger without inventing an approval record.
SH0003-ISS-0001	historical-issue-import-20260827	2026-08-26	S02E05,S02E06,S02E07,S02E19	0:03:46.88	0:13:17.33	terminology	P2	6 个中文事件使用“波动防护罩”，与系列规范“波动防御壁”不一致	复核系列禁用形式为零	YAMATO-TERM-0010；同时间日语均对应 波動防壁；SH0003-V1.0.1-TERMS 逐事件台账		not-recorded	verified	6 个事件已修订为“波动防御壁”，重跑审计未再命中禁用形式	Codex		6 个事件已修订为“波动防御壁”，重跑审计未再命中禁用形式
SH0003-ISS-0002	historical-issue-import-20260827	2026-08-26	S02E02,S02E03,S02E04,S02E05,S02E06,S02E07,S02E09,S02E10,S02E12,S02E13,S02E18,S02E21	0:02:56.17	0:20:01.46	timing-layout	P1	20 组普通样式重叠候选包含错分日语、重复中文、无配对反应声和少量边界错误	合并错分原语、删除无语义重复事件、同步可靠边界后重跑全量审计	日语配对、官方日语来源、目标英文内嵌轨；SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK 台账		not-recorded	verified	34 项逐事件修订后普通对白重叠为 0，P1 阅读速度为 0	Codex		34 项逐事件修订后普通对白重叠为 0，P1 阅读速度为 0
SH0003-ISS-0003	historical-issue-import-20260827	2026-08-26	S02E24	0:02:48.63	0:02:58.74	timing-layout	P1	倒计时数字与两条长对白形成 3 组同样式数值重叠	确认数字、中文和日文是否分别占用独立行且没有字形相撞	project/workspace/temp/review/attachments/S02E24-00h02m49s5-layout-1.png、S02E24-00h02m51s7-layout-1.png、S02E24-00h02m57s8-layout-1.png；本地差分行带检测		not-recorded	verified	三个重叠时点均渲染为三个独立纵向文字带，倒计时作为同时画面信息保留	Codex		三个重叠时点均渲染为三个独立纵向文字带，倒计时作为同时画面信息保留
SH0003-TIME-0004	historical-issue-import-20260827	2026-08-26	ALL			timing	P1	人工反馈指出存在人物仍在连续说同一句、字幕却一闪而过的极短时间轴风险	仅复核不足 0.50 秒且至少 3 个中文字，或不足 0.75 秒且文字量/速度明显偏高的普通对白；同句仍在发声时同步延长中日配对，不确定项交人工确认	2026-08-26 用户复审反馈；project/workspace/temp/review/extreme-short-candidates-v1.0.1.tsv		not-recorded	verified	7 个候选已按相邻原语事件处理；S02E10 24:45.53 确认为蓝光特有预告、无日语原字幕，不作修改；用户已确认发布	Codex		7 个候选已按相邻原语事件处理；S02E10 24:45.53 确认为蓝光特有预告、无日语原字幕，不作修改；用户已确认发布
SH0003-TRANS-0001	historical-issue-import-20260827	2026-08-26	ALL			translation	P2	人工反馈要求复核中文底稿独有、原语字幕无对应的“啊”“嗯”等语气词和反应声，存在过度翻译嫌疑	逐点核对实际音轨；无发声证据则删除，有明确发声才重译并记录依据	2026-08-26 用户复审反馈；project/workspace/temp/review/extreme-short-candidates-v1.0.1.tsv；SH-TRANS-004		not-recorded	verified	本轮涉及的语气词与反应声已按原语、英文辅助译本、上下文和中文标点功能处理；用户已确认发布	Codex		本轮涉及的语气词与反应声已按原语、英文辅助译本、上下文和中文标点功能处理；用户已确认发布
SH0003-V200-VIS-0001	historical-issue-import-20260827	2026-08-26	ALL			typography-layout	P1	2.0.0 将全部正式字体迁移到 Noto Sans CJK SC/JP，结构检查已通过，但当前环境缺少标准静态字体和 ASS 渲染器，尚未完成定位、歌词和卡拉 OK 渲染抽查	安装或提供标准静态字体及 ASS 渲染器，抽查 OP/ED、定位文字、最长画面文字和内联字体模板	project/workspace/temp/review/review-v2.0.0-release-contract-font-normalization-ALL.md；SH-LAYOUT-004		waived	closed	2026-08-26 项目负责人明确要求按 2.0.0 规范直接发布；保留“未完成本地字体渲染抽查”的风险记录，不声称视觉通过	Codex		2026-08-26 项目负责人明确要求按 2.0.0 规范直接发布；保留“未完成本地字体渲染抽查”的风险记录，不声称视觉通过
SH0003-CTRL-20260827	control-plane-consolidation-20260827	2026-08-27	ALL			documentation	P3	docs/progress.yaml + docs/issues.tsv + docs/change-log.tsv + temporary per-round reports	docs/review.md + docs/ledger.tsv	2026-08-27 user approval; SH-CTRL-003; SH-CTRL-005; SH-CTRL-006; SH-CTRL-007	Reduce routine control-file edits and prevent parallel or scattered project state.	approved	verified	docs/review.md + docs/ledger.tsv	Codex	user	Merged 124 historical change rows and 6 historical issue rows without altering subtitle content; schema and project validation passed.
SH0003-SKILL-100-20260827	skill-1.0-finalization-20260827	2026-08-27	ALL			documentation	P3	Media probing, naming approval, transactional initialization, readiness validation, and catalog sync were not one executable contract.	Subtitle Hub Skill 1.0 executable initialization and release-index contract	2026-08-27 user approval; SH-INIT-006; SH-INIT-008; SH-INIT-009; SH-CTRL-003; SH-REL-007	Finish one maintainable Skill standard without changing subtitle content or release versions.	approved	verified	Schema 6 descriptor, target-video map, initialization approvals, Skill 1.0 references/scripts/tests, and derived catalog	Codex	user	27 isolated behavior tests, project release validation, package check, catalog check, link/rule checks, and unchanged-subtitle audit passed.
