change_id	batch_id	date	episode	start	end	category	severity	before	after	source_ref	rationale	status	agent	reviewer
SH0001-V101-TIME-0060	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E15	0:16:29.86	0:16:30.70	timing	P2	0:16:29.86-0:16:30.45 | 副舰长！	0:16:29.86-0:16:30.70 | 副舰长！	官方日语呼叫约 0.84 秒；下一句 16:30.96 入点	参考日语边界，在无下一句重叠前提下延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0061	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E20	0:09:12.51	0:09:13.57	timing	P2	0:09:12.51-0:09:12.97 | 尤丽莎	0:09:12.51-0:09:13.57 | 尤丽莎	目标英文 Yurisha! 至 553.57；下一句 553.59 入点	参考目标英文边界延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0062	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E20	0:11:21.39	0:11:22.59	timing	P2	0:11:21.39-0:11:21.79 | 失礼了！	0:11:21.47-0:11:22.59 | 失礼了！	目标英文 Excuse me. 至 682.59；与前句边界留一帧	参考目标英文边界延长中日配对	applied	Codex	unassigned
SH0001-DOC-0007	SH0001-DOC-20260826-TONE	2026-08-26	ALL			documentation	P3	语气词问题解决栏含有其他项目名称	修正为本项目本轮实际处理状态，并保留人工抽查未决项	docs/source-and-translation.md#4.1	防止控制面交叉项目误读；不改变字幕内容	verified	Codex	unassigned
SH0001-REL-0001	SH0001-REL-20260826-V101	2026-08-26	ALL			release	P1	1.0.0 current 成品	1.0.1 current 成品；旧 1.0.0 轮换至 previous；由 GitHub Actions 生成分发包	docs/release-and-packaging.md	用户确认本轮字幕优化并批准正式发布；本机不生成 ZIP	verified	Codex	user-approved
SH0001-DOC-0008	SH0001-DOC-20260826-PACKAGE-VERSION	2026-08-26	ALL			documentation	P3	稳定包名不含版本号，难以从文件名识别新旧	包名采用 `<IMDb-ID> - <IMDb-title> [v<version>].zip`，版本仍由包内 VERSION 校验	docs/release-and-packaging.md；docs/project-identity.md	用户确认采用文件名版本标识；由 GitHub Actions 生成新包	verified	Codex	user-approved
SH0001-DOC-0009	SH0001-DOC-20260826-BANGUMI-IDENTITY	2026-08-26	ALL			documentation	P3	IMDb 英文标题字段缺少可复核来源，身份与中日标题重复记录	收束为 Bangumi 54552 API 身份快照；包名改用 `bgm54552 - 宇宙战舰大和号2199 [v<version>].zip`	https://api.bgm.tv/v0/subjects/54552；docs/project-identity.md	用户确认以 Bangumi 为单一动画元数据源，项目保存中日标题而分发包只使用简中标题	verified	Codex	user-approved
SH0001-V200-STRUCT-0001	SH0001-V2.0.0-RELEASE-CONTRACT	2026-08-26	ALL			release-structure	P1	`.zh-Hans.ja.ass`、旧 Script Info 与未引用样式	2.0.0 候选采用 `.zh-Hans.ass`、标准语言/身份头部并删除 43 个未引用样式	docs/release-and-packaging.md；.github/scripts/validate_ass_candidate.py	用户批准不兼容命名与 ASS 结构契约；独立差分验证通过	applied	Codex	unassigned
SH0001-V200-FONT-0001	SH0001-V2.0.0-FONTS	2026-08-26	ALL			typography	P1	Microsoft YaHei UI / Yu Gothic UI	Noto Sans CJK SC / Noto Sans CJK JP	docs/timing-and-layout.md#9-字体与字形	259 个保留样式和 4 个内联字体完成批准映射；其他样式参数与事件内容保持不变	applied	Codex	unassigned
SH0001-V200-STYLE-0001	SH0001-V2.0.0-STYLE-FIX	2026-08-26	S01E02;S01E05;S01E06;S01E10;S01E11;S01E12			style-definition	P1	多个主稿沿用拼写错误 `tittle`，S01E10 还同时引用未定义的 `Title`	所有相关样式定义和事件引用统一改为 `Title`，不保留兼容别名	docs/quality-control.md#2-自动检查；2026-08-26 用户明确确认	消除播放器回退差异并彻底改正明确拼写错误	applied	Codex	user-approved
SH0001-V200-REL-0001	SH0001-V2.0.0-RELEASE	2026-08-26	ALL			release	P1	1.0.1 current 与待审 2.0.0 候选	2.0.0 正式 current；1.0.1 轮换为 previous；不在本地生成 ZIP	docs/release-and-packaging.md；2026-08-26 用户明确发布指令	机器结构及字体映射验证通过；负责人书面豁免本机字体渲染抽查并要求直接发布	released	Codex	user-approved-with-visual-waiver
SH0001-V201-META-0001	SH0001-V2.0.1-METADATA	2026-08-26	ALL			release-metadata	P2	111 条字幕组署名、制作名单、免责声明与网站以 Source-Metadata 评论混入 Events	字幕组署名及制作信息合并为头部唯一 Subtitle-Hub-Source-Credit；免责声明、网站及非署名信息删除	docs/release-and-packaging.md#4.1-ass-头部规范；2026-08-26 用户明确要求	正式 Events 只保留字幕内容；独立差分证明除 111 条精确识别的元数据评论外其余事件一致	released	Codex	user-approved
